nearest_node,dist_to_node_m,nama_kelurahan,nama_kecamatan,jumlah_penduduk,lon,lat,wilayah_samsat,rasio_ev_wilayah,estimasi_ev
25495439,66.09398331282549,Taman Sari,Bandung Wetan,22984,107.60475747399067,-6.903689720826975,Kawaluyaan,0.0026821646702334,61.646872780644856
9189145297,103.12900468869692,Taman Sari,Bandung Wetan,22984,107.60527358800252,-6.902310604860672,Kawaluyaan,0.0026821646702334,61.646872780644856
9189145297,104.00018292774288,Taman Sari,Bandung Wetan,22984,107.60533121769576,-6.902485475173221,Kawaluyaan,0.0026821646702334,61.646872780644856
9189145297,101.09501012364404,Taman Sari,Bandung Wetan,22984,107.60531607466244,-6.902570199422085,Kawaluyaan,0.0026821646702334,61.646872780644856
9189145297,102.00368778383304,Taman Sari,Bandung Wetan,22984,107.60532609335924,-6.902708494492262,Kawaluyaan,0.0026821646702334,61.646872780644856
2007385376,76.17827585696331,Sukarasa,Sukasari,13710,107.582563691502,-6.878008776222669,Pajajaran,0.0025141975770577,34.46964878146125
5458423406,21.72915423695333,Sukarasa,Sukasari,13710,107.58125155285872,-6.8785388082477565,Pajajaran,0.0025141975770577,34.46964878146125
5458423406,41.46873546139743,Sukarasa,Sukasari,13710,107.58143490444218,-6.87847470938687,Pajajaran,0.0025141975770577,34.46964878146125
5458423406,52.304427160291,Sukarasa,Sukasari,13710,107.58149670885778,-6.8783944075254535,Pajajaran,0.0025141975770577,34.46964878146125
2007385376,39.99373228271317,Sukarasa,Sukasari,13710,107.5816762125111,-6.878412494377963,Pajajaran,0.0025141975770577,34.46964878146125
2007385376,29.271530586822404,Sukarasa,Sukasari,13710,107.58166892627143,-6.878271351895736,Pajajaran,0.0025141975770577,34.46964878146125
2007396565,32.915124851892614,Sukarasa,Sukasari,13710,107.5816512640805,-6.877499468594466,Pajajaran,0.0025141975770577,34.46964878146125
2007396565,32.55195141705498,Sukarasa,Sukasari,13710,107.581634761793,-6.877689914621038,Pajajaran,0.0025141975770577,34.46964878146125
2007396565,12.080052688133938,Sukarasa,Sukasari,13710,107.58181353737646,-6.877639829880509,Pajajaran,0.0025141975770577,34.46964878146125
2007396565,21.838595983709745,Sukarasa,Sukasari,13710,107.58175637120526,-6.877515823545989,Pajajaran,0.0025141975770577,34.46964878146125
2007396570,23.80847372660557,Sukarasa,Sukasari,13710,107.58328469075865,-6.877466830167282,Pajajaran,0.0025141975770577,34.46964878146125
2007396570,32.687731865749896,Sukarasa,Sukasari,13710,107.58314207912444,-6.877502653522688,Pajajaran,0.0025141975770577,34.46964878146125
2007396570,46.90736697532829,Sukarasa,Sukasari,13710,107.5830053697519,-6.87749051604432,Pajajaran,0.0025141975770577,34.46964878146125
2007396570,67.33932136951404,Sukarasa,Sukasari,13710,107.58281159061374,-6.877487682882251,Pajajaran,0.0025141975770577,34.46964878146125
2007396565,78.65217028175017,Sukarasa,Sukasari,13710,107.58262425148855,-6.8775140364065575,Pajajaran,0.0025141975770577,34.46964878146125
2007396565,60.662432652537206,Sukarasa,Sukasari,13710,107.58245134963344,-6.877481682652498,Pajajaran,0.0025141975770577,34.46964878146125
2007396565,44.80352551586339,Sukarasa,Sukasari,13710,107.58229338826024,-6.877463054571675,Pajajaran,0.0025141975770577,34.46964878146125
2007396565,28.336438706220047,Sukarasa,Sukasari,13710,107.58213373319886,-6.877480278292232,Pajajaran,0.0025141975770577,34.46964878146125
2007396565,27.54562245242949,Sukarasa,Sukasari,13710,107.5821129387483,-6.877783267881406,Pajajaran,0.0025141975770577,34.46964878146125
2007385373,39.1139458963773,Sukarasa,Sukasari,13710,107.58285145000096,-6.878350600000589,Pajajaran,0.0025141975770577,34.46964878146125
2007385373,37.880900843348186,Sukarasa,Sukasari,13710,107.58269194999968,-6.878340599998445,Pajajaran,0.0025141975770577,34.46964878146125
2007385373,33.507876782934304,Sukarasa,Sukasari,13710,107.5830112603052,-6.878578303768718,Pajajaran,0.0025141975770577,34.46964878146125
1654067465,44.62024724930262,Sukarasa,Sukasari,13710,107.5830143500014,-6.878351200001208,Pajajaran,0.0025141975770577,34.46964878146125
2007385367,30.17440065980313,Sukarasa,Sukasari,13710,107.58314701415688,-6.878562739189554,Pajajaran,0.0025141975770577,34.46964878146125
1654067465,25.40227166665003,Sukarasa,Sukasari,13710,107.58321965228195,-6.8783520172456765,Pajajaran,0.0025141975770577,34.46964878146125
1654067465,23.09478443620927,Sukarasa,Sukasari,13710,107.58325225866272,-6.878032678510117,Pajajaran,0.0025141975770577,34.46964878146125
