p,demand_id,nama_kelurahan,wilayah_samsat,bobot_ev,candidate_id,nama_kandidat,klaster_kandidat,jarak_jaringan_m,jarak_jaringan_km
20,84,LEBAK SILIWANGI,Kawaluyaan,11.917377103823904,113,Sheraton Bandung Hotel & Towers,D_Hotel,2716.4731300399376,2.7164731300399376
20,85,PASIRLAYUNG,Kawaluyaan,66.30345381046837,205,PT Permodalan Nasional Madani,C_Kantor,2756.6341965095617,2.7566341965095615
20,86,LEBAK GEDE,Kawaluyaan,31.867272044645134,113,Sheraton Bandung Hotel & Towers,D_Hotel,2298.5996157332183,2.2985996157332185
20,87,CIPAGANTI,Kawaluyaan,34.61523867309158,139,Living Plaza,B_Mall,2343.9966203726126,2.3439966203726126
20,88,SEKELOA,Kawaluyaan,78.45701810489629,78,Pertamina,A_SPBU,1568.7509169875843,1.5687509169875844
20,89,CIGADUNG,Kawaluyaan,96.68875357237697,78,Pertamina,A_SPBU,1899.0468882915834,1.8990468882915834
20,90,HEGARMANAH,Kawaluyaan,58.82765897858903,142,RSAU Dr Salamun,E_RumahSakit,1968.84625416722,1.96884625416722
20,91,DAGO,Kawaluyaan,103.00875736840695,113,Sheraton Bandung Hotel & Towers,D_Hotel,565.0297112343604,0.5650297112343604
20,92,CIUMBULEUIT,Kawaluyaan,71.54183065421189,142,RSAU Dr Salamun,E_RumahSakit,1499.942744736104,1.499942744736104
20,93,LEDENG,Kawaluyaan,31.57852067132817,238,Grand Mercure Bandung Setiabudi,D_Hotel,435.9840104014876,0.4359840104014876
20,94,SADANG SERANG,Kawaluyaan,78.32561845322422,78,Pertamina,A_SPBU,252.48548391048206,0.25248548391048203
20,95,PADASUKA,Kawaluyaan,51.244761478681596,205,PT Permodalan Nasional Madani,C_Kantor,276.12310629826067,0.27612310629826065
20,96,CIKUTRA,Kawaluyaan,66.78700292771556,205,PT Permodalan Nasional Madani,C_Kantor,1772.8954172739104,1.7728954172739104
20,97,CICADAS,Kawaluyaan,47.084522327927644,205,PT Permodalan Nasional Madani,C_Kantor,1527.5033711880633,1.5275033711880632
20,98,BABAKAN CIAMIS,Kawaluyaan,24.772342500423626,139,Living Plaza,B_Mall,2061.304700646941,2.061304700646941
20,99,KEBON JERUK,Pajajaran,31.51267920689884,139,Living Plaza,B_Mall,1563.6986433715306,1.5636986433715305
